prj,total_pwr(uW),static_pwr(uW),dynamic_pwr(mW),vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks
io1_l1n1n1_l3n1n1,327874.025,321311.3,6.562725000000035,9.189,498,498,0,0,447,4,4,0,5
io1_l1n1n1_l3n1p1,329141.87341772154,322206.4,6.935473417721514,10.193,618,618,0,0,480,4,4,0,5
io1_l1n1n1_l3p1n1,357683.3,342778.85,14.904450000000011,30.101,4329,3731,0,598,7455,5,3,0,10
io1_l1n1p1_l3n1n1,331596.225,323680.35,7.915875,10.339,579,579,0,0,479,4,4,0,5
io1_l1n1p1_l3n1p1,332092.2,323130.1,8.962100000000035,11.598,705,705,0,0,516,4,4,0,5
io1_l1n1p1_l3p1n1,361045.06329113926,342403.46153846156,18.6416017526777,33.644,4475,3877,0,598,7551,5,3,0,10
io1_l1p1n1_l3n1n1,356444.253164557,339470.7,16.97355316455697,31.680,4246,3648,0,598,7370,5,3,0,10
io1_l1p1n1_l3n1p1,366636.96202531643,343415.0256410256,23.221936384290807,36.042,4366,3768,0,598,7390,5,3,0,10
io1_l1p1n1_l3p1n1,414047.275,357303.575,56.74370000000001,63.102,6927,5731,0,1196,11660,6,2,0,10
io2_l1n1n1_l3n1n1,330226.39506172837,324999.55,5.2268450617283815,11.150,616,616,0,0,659,4,8,0,5
io2_l1n1n1_l3n1n1_d1d2,331993.4875,325625.825,6.367662499999977,11.868,719,719,0,0,782,4,8,0,5
io2_l1n1n1_l3n1n2,329312.375,321875.45,7.436924999999988,14.898,729,729,0,0,782,4,8,0,8
io2_l1n1n1_l3n1n2_d1d2,331679.275,326029.6,5.649675000000046,14.004,764,764,0,0,805,4,8,0,8
io2_l1n1n1_l3n1p1,335713.825,327690.175,8.023650000000023,12.884,754,754,0,0,700,4,8,0,5
io2_l1n1n1_l3n1p1_d1d2,336079.275,328521.6,7.557675000000047,12.657,819,819,0,0,714,4,8,0,5
io2_l1n1n1_l3n1p2,333603.2375,325439.75,8.163487499999988,13.108,799,799,0,0,759,4,8,0,5
io2_l1n1n1_l3n1p2_d1d2,334108.7,326836.475,7.272225000000035,12.712,831,831,0,0,780,4,8,0,5
io2_l1n1n1_l3p1n1,347107.575,335442.9,11.664674999999988,22.746,2640,2640,0,0,3915,4,6,0,8
io2_l1n1n1_l3p1n1_d1d2,346352.65,335475.55,10.877100000000034,27.466,2829,2829,0,0,4173,4,6,0,14
io2_l1n1n1_l3p2n1,364001.975,351944.15,12.057824999999953,41.060,7182,5993,0,1189,12506,6,6,0,20
io2_l1n1n1_l3p2n1_d1d2,366379.475,353987.6,12.391875,51.916,9255,7618,0,1637,14261,4,4,0,40
io2_l1n1n2_l3n1n1,328604.325,321493.35,7.110975000000035,13.875,699,699,0,0,779,4,8,0,8
io2_l1n1n2_l3n1n1_d1d2,328280.7,321696.975,6.583725000000035,14.631,783,783,0,0,806,4,8,0,8
io2_l1n1n2_l3n1n2,327007.0875,317755.2,9.251887500000011,15.213,745,745,0,0,774,4,8,0,8
io2_l1n1n2_l3n1n2_d1d2,328197.6,323486.625,4.710974999999976,14.780,773,773,0,0,765,4,8,0,8
io2_l1n1n2_l3n1p1,332261.4375,322535.85,9.725587500000023,15.366,826,826,0,0,820,4,8,0,8
io2_l1n1n2_l3n1p1_d1d2,329566.825,322161.55,7.405275000000024,15.794,873,873,0,0,802,4,8,0,8
io2_l1n1n2_l3n1p2,330442.125,323236.35,7.205775000000023,16.255,830,830,0,0,840,4,8,0,8
io2_l1n1n2_l3n1p2_d1d2,332913.3875,323852.6,9.060787500000036,15.534,859,859,0,0,834,4,8,0,8
io2_l1n1n2_l3p1n1,349379.925,335706.65,13.673274999999965,22.659,2675,2675,0,0,3917,4,6,0,8
io2_l1n1n2_l3p1n1_d1d2,352965.725,342080.85,10.884875,27.836,2819,2819,0,0,4093,4,6,0,14
io2_l1n1n2_l3p2n1,371053.65,355536.1951219512,15.517454878048797,44.652,7610,6421,0,1189,12473,6,6,0,20
io2_l1n1n2_l3p2n1_d1d2,372232.625,359096.175,13.136450000000012,56.008,9805,8168,0,1637,14230,6,6,0,40
io2_l1n1p1_l3n1n1,332008.825,325192.65,6.816174999999989,12.494,700,700,0,0,697,4,8,0,5
io2_l1n1p1_l3n1n1_d1d2,329765.475,323933.775,5.8316999999999535,12.989,787,787,0,0,756,4,8,0,5
io2_l1n1p1_l3n1n2,329877.325,323233.95,6.643375,16.546,804,804,0,0,820,4,8,0,8
io2_l1n1p1_l3n1n2_d1d2,330699.2125,321335.48780487804,9.363724695121986,15.416,843,843,0,0,812,4,8,0,8
io2_l1n1p1_l3n1p1,331931.425,323096.0,8.835424999999988,14.602,816,816,0,0,728,4,8,0,5
io2_l1n1p1_l3n1p1_d1d2,329468.05,319582.95,9.885099999999976,14.269,843,843,0,0,708,4,8,0,5
io2_l1n1p1_l3n1p2,331387.9,320878.075,10.509825000000012,15.398,850,850,0,0,788,4,8,0,5
io2_l1n1p1_l3n1p2_d1d2,328460.4,319404.4,9.056,14.315,861,861,0,0,773,4,8,0,5
io2_l1n1p1_l3p1n1,350762.85,334438.025,16.324824999999954,24.274,2635,2635,0,0,3918,4,6,0,8
io2_l1n1p1_l3p1n1_d1d2,350736.15,335708.35,15.027800000000047,28.773,2884,2884,0,0,4138,4,6,0,14
io2_l1n1p1_l3p2n1,372444.0625,353140.825,19.303237499999987,45.715,7402,6213,0,1189,12576,6,6,0,20
io2_l1n1p1_l3p2n1_d1d2,380776.35,361679.6,19.09675,57.723,9284,7637,0,1647,14229,6,6,0,40
io2_l1n1p2_l3n1n1,334248.05,326562.775,7.685274999999965,12.881,749,749,0,0,751,4,8,0,5
io2_l1n1p2_l3n1n1_d1d2,332531.675,324270.4,8.261274999999966,13.451,831,831,0,0,821,4,8,0,5
io2_l1n1p2_l3n1n2,333433.6625,325353.325,8.080337499999965,16.125,838,838,0,0,842,4,8,0,8
io2_l1n1p2_l3n1n2_d1d2,332915.65,324798.075,8.117575000000011,15.630,870,870,0,0,845,4,8,0,8
io2_l1n1p2_l3n1p1,331684.175,320864.0,10.820174999999988,14.772,814,814,0,0,799,4,8,0,5
io2_l1n1p2_l3n1p1_d1d2,331367.0,319423.3,11.943700000000012,15.244,860,860,0,0,773,4,8,0,5
io2_l1n1p2_l3n1p2,331105.375,319371.375,11.734,15.232,865,865,0,0,781,4,8,0,5
io2_l1n1p2_l3n1p2_d1d2,328769.1,319367.85,9.40125,14.348,902,902,0,0,775,4,8,0,5
io2_l1n1p2_l3p1n1,346619.45,328811.175,17.808275000000023,24.654,2666,2666,0,0,3930,4,6,0,8
io2_l1n1p2_l3p1n1_d1d2,347145.825,329788.3,17.357525000000024,28.956,2925,2925,0,0,4159,4,6,0,14
io2_l1n1p2_l3p2n1,370561.225,340182.2,30.379024999999967,49.046,7607,6418,0,1189,12524,6,6,0,20
io2_l1n1p2_l3p2n1_d1d2,378090.675,352128.275,25.962399999999967,61.399,9470,7833,0,1637,14186,6,6,0,40
io2_l1p1n1_l3n1n1,344174.15,328778.1,15.396050000000047,25.686,2272,2272,0,0,3751,4,6,0,14
io2_l1p1n1_l3n1n1_d1d2,343692.0125,330700.85,12.991162500000035,26.152,2375,2375,0,0,3711,4,6,0,14
io2_l1p1n1_l3n1n2,345733.575,331654.425,14.079150000000023,26.709,2418,2418,0,0,3808,4,6,0,14
io2_l1p1n1_l3n1n2_d1d2,347442.925,332863.75,14.579174999999989,26.690,2314,2314,0,0,3666,4,6,0,14
io2_l1p1n1_l3n1p1,349444.675,332069.0731707317,17.37560182926827,28.254,2412,2412,0,0,3767,4,6,0,14
io2_l1p1n1_l3n1p1_d1d2,352190.325,333255.625,18.93470000000001,29.310,2460,2460,0,0,3692,4,6,0,14
io2_l1p1n1_l3n1p2,350257.975,331062.95,19.195024999999966,28.566,2550,2550,0,0,3828,4,6,0,14
io2_l1p1n1_l3n1p2_d1d2,353055.0625,334108.05,18.94701250000001,28.065,2464,2464,0,0,3694,4,6,0,14
io2_l1p1n1_l3p1n1,361753.1,341819.625,19.933474999999977,35.536,4461,4461,0,0,7161,8,4,0,14
io2_l1p1n1_l3p1n1_d1d2,359452.8375,339248.0,20.204837500000025,35.729,4307,4307,0,0,6987,8,4,0,14
io2_l1p1n1_l3p2n1,388160.2125,355541.675,32.61853750000004,53.866,9265,8076,0,1189,14930,8,4,0,20
io2_l1p1n1_l3p2n1_d1d2,392715.9,361273.725,31.442175000000045,67.485,11364,9727,0,1637,16800,8,4,0,40
io2_l1p2n1_l3n1n1,357257.025,341378.25,15.878775000000024,43.455,6735,5546,0,1189,12478,6,6,0,20
io2_l1p2n1_l3n1n1_d1d2,363555.55,350100.725,13.454825000000012,55.595,8951,7314,0,1637,14154,6,6,0,40
io2_l1p2n1_l3n1n2,356505.9,341232.2926829268,15.273607317073212,46.102,6938,5749,0,1189,12528,6,6,0,20
io2_l1p2n1_l3n1n2_d1d2,366911.5675675676,351377.74358974356,15.53382397782401,58.243,9199,7562,0,1637,14213,6,6,0,40
io2_l1p2n1_l3n1p1,370808.79452054796,342646.2105263158,28.162583994232175,49.100,6866,5709,0,1157,12700,6,6,0,20
io2_l1p2n1_l3n1p1_d1d2,378020.6666666667,353923.97142857144,24.096695238095243,61.959,9204,7567,0,1637,14162,6,6,0,40
io2_l1p2n1_l3n1p2,372810.55263157893,346858.45945945947,25.952093172119465,50.297,7186,5997,0,1189,12541,6,6,0,20
io2_l1p2n1_l3n1p2_d1d2,380367.3333333333,355259.8857142857,25.107447619047598,61.971,9209,7605,0,1604,14435,6,6,0,40
io2_l1p2n1_l3p1n1,389890.80821917806,358310.15789473685,31.5806503244412,55.179,8946,7757,0,1189,14906,8,4,0,20
io2_l1p2n1_l3p1n1_d1d2,402515.72602739726,369976.7894736842,32.53893655371305,66.611,10779,9142,0,1637,16811,8,4,0,40
io2_l1p2n1_l3p2n1,449265.5142857143,364865.1282051282,84.40038608058612,97.185,11217,8839,0,2378,18607,8,4,0,20
io2_l1p2n1_l3p2n1_d1d2,469399.3142857143,373207.8888888889,96.19142539682542,118.902,14056,10782,0,3274,20199,8,4,0,40
io4_l1n1n1_l3n1n1,327171.08450704225,320898.75675675675,6.2723277502855055,13.055,1048,792,256,0,1325,4,0,0,5
io4_l1n1n1_l3n1n1_d1d2,330363.94666666666,321795.54054054053,8.568406126126122,17.744,1304,1048,256,0,1469,0,16,0,5
io4_l1n1n1_l3n1n2,326781.1621621622,318399.64864864864,8.38151351351355,16.555,1202,946,256,0,1523,4,0,0,8
io4_l1n1n1_l3n1n2_d1d2,327550.6388888889,320501.3939393939,7.0492449494949545,19.744,1424,1168,256,0,1622,0,16,0,8
io4_l1n1n1_l3n1n4,324426.30555555556,316643.1282051282,7.783177350427374,17.034,1262,1006,256,0,1691,4,0,0,8
io4_l1n1n1_l3n1n4_d1d2,329009.5616438356,318732.97142857144,10.276590215264179,24.913,1568,1312,256,0,1884,0,16,0,14
io4_l1n1n1_l3n1p1,326824.4864864865,314527.75757575757,12.29672891072894,14.452,1170,914,256,0,1312,4,0,0,5
io4_l1n1n1_l3n1p1_d1d2,331869.24675324676,319046.52777777775,12.822718975469005,19.374,1419,1163,256,0,1500,0,16,0,5
io4_l1n1n1_l3n1p2,329941.6842105263,320950.7368421053,8.99094736842101,15.057,1251,995,256,0,1442,4,0,0,5
io4_l1n1n1_l3n1p2_d1d2,332106.12,320944.28205128206,11.161837948717933,19.233,1490,1234,256,0,1600,0,16,0,5
io4_l1n1n1_l3n1p4,333576.3378378378,324279.8,9.296537837837823,15.323,1439,1183,256,0,1649,4,0,0,5
io4_l1n1n1_l3n1p4_d1d2,335928.141025641,325497.8484848485,10.430292540792491,18.740,1481,1225,256,0,1730,0,16,0,5
io4_l1n1n1_l3p1n1,346789.22857142857,334107.4210526316,12.681807518796996,24.579,3386,3066,320,0,5388,4,0,0,8
io4_l1n1n1_l3p1n1_d1d2,352449.5625,337753.6842105263,14.69587828947371,43.033,4302,3982,320,0,5837,16,0,0,26
io4_l1n1n1_l3p2n1,355980.8,339354.975,16.625825000000013,26.833,4566,4246,320,0,6389,4,0,0,8
io4_l1n1n1_l3p2n1_d1d2,363114.275,346314.25,16.800025000000023,43.849,5800,5480,320,0,7277,8,8,0,26
io4_l1n1n1_l3p4n1,388289.1375,373699.75,14.589387500000011,63.878,13172,10480,320,2372,23251,4,0,0,40
io4_l1n1n1_l3p4n1_d1d2,444954.7875,428310.8205128205,16.643966987179475,158.741,27039,21275,320,5444,33905,16,0,0,160
io4_l1n1n2_l3n1n1,330831.05,325071.75,5.759299999999988,16.155,1170,914,256,0,1503,4,0,0,8
io4_l1n1n2_l3n1n1_d1d2,337342.9,327068.95,10.273950000000012,19.900,1424,1168,256,0,1623,0,16,0,8
io4_l1n1n2_l3n1n2,333472.4,325957.1,7.515300000000047,17.263,1249,993,256,0,1573,4,0,0,8
io4_l1n1n2_l3n1n2_d1d2,335658.675,325720.125,9.938549999999989,19.889,1471,1215,256,0,1648,0,16,0,8
io4_l1n1n2_l3n1n4,334945.95,325512.525,9.433424999999989,17.771,1294,1038,256,0,1741,4,0,0,8
io4_l1n1n2_l3n1n4_d1d2,340678.8625,327782.25,12.89661249999999,24.485,1600,1344,256,0,1910,0,16,0,14
io4_l1n1n2_l3n1p1,340936.2625,329994.925,10.941337500000023,17.163,1271,1015,256,0,1498,4,0,0,8
io4_l1n1n2_l3n1p1_d1d2,340797.975,328226.2,12.571774999999965,21.871,1512,1256,256,0,1654,0,16,0,8
io4_l1n1n2_l3n1p2,337449.4875,327359.1,10.090387500000011,17.825,1349,1093,256,0,1644,4,0,0,8
io4_l1n1n2_l3n1p2_d1d2,339275.425,328929.125,10.346299999999989,21.338,1577,1321,256,0,1722,0,16,0,8
io4_l1n1n2_l3n1p4,339634.875,330048.575,9.586299999999989,18.358,1526,1270,256,0,1802,4,0,0,8
io4_l1n1n2_l3n1p4_d1d2,345623.625,331753.65,13.869974999999977,21.117,1574,1318,256,0,1852,0,16,0,8
io4_l1n1n2_l3p1n1,356282.2625,342437.5,13.844762500000012,24.187,3420,3100,320,0,5441,4,0,0,8
io4_l1n1n2_l3p1n1_d1d2,357980.275,345626.8,12.353475000000035,42.413,4270,3950,320,0,5863,16,0,0,26
io4_l1n1n2_l3p2n1,359632.55,344745.4,14.887149999999965,27.281,4587,4267,320,0,6434,4,0,0,8
io4_l1n1n2_l3p2n1_d1d2,364473.0625,347272.1,17.200962500000024,45.714,5884,5564,320,0,7592,8,8,0,26
io4_l1n1n2_l3p4n1,395884.3625,378731.475,17.152887500000013,69.750,13494,10802,320,2372,23325,4,0,0,40
io4_l1n1n2_l3p4n1_d1d2,451227.7375,432526.5853658537,18.70115213414631,156.213,25858,20094,320,5444,34124,16,0,0,160
io4_l1n1n4_l3n1n1,335816.9873417721,328311.475,7.505512341772148,20.645,1315,1059,256,0,1815,4,0,0,14
io4_l1n1n4_l3n1n1_d1d2,339631.2,328774.4,10.85679999999999,24.678,1568,1312,256,0,1884,0,16,0,14
io4_l1n1n4_l3n1n2,337913.95,329320.95,8.593,21.869,1379,1123,256,0,1885,4,0,0,14
io4_l1n1n4_l3n1n2_d1d2,343423.1625,333532.25,9.890912499999978,24.542,1600,1344,256,0,1909,0,16,0,14
io4_l1n1n4_l3n1n4,342208.825,332545.1,9.663725000000035,22.380,1440,1184,256,0,2053,4,0,0,14
io4_l1n1n4_l3n1n4_d1d2,343379.5625,332103.55,11.27601250000001,24.925,1617,1361,256,0,2103,0,16,0,14
io4_l1n1n4_l3n1p1,342237.7,331894.375,10.34332500000001,22.342,1436,1180,256,0,1825,4,0,0,14
io4_l1n1n4_l3n1p1_d1d2,344482.075,331166.825,13.31525,26.705,1674,1418,256,0,1915,0,16,0,14
io4_l1n1n4_l3n1p2,343603.4375,332136.3,11.467137500000012,23.024,1485,1229,256,0,1923,4,0,0,14
io4_l1n1n4_l3n1p2_d1d2,346163.30379746837,334256.525,11.906778797468345,25.750,1722,1466,256,0,1983,0,16,0,14
io4_l1n1n4_l3n1p4,340381.825,327981.15,12.400674999999989,23.710,1715,1459,256,0,2129,4,0,0,14
io4_l1n1n4_l3n1p4_d1d2,344836.65,333881.2,10.955450000000011,25.555,1772,1516,256,0,2116,0,16,0,14
io4_l1n1n4_l3p1n1,352655.45,341200.0731707317,11.455376829268294,30.124,3559,3239,320,0,5746,4,0,0,14
io4_l1n1n4_l3p1n1_d1d2,358527.0,342085.175,16.441825000000012,43.529,4266,3946,320,0,6026,16,0,0,26
io4_l1n1n4_l3p2n1,360477.775,342872.15,17.605625,31.694,4774,4454,320,0,6781,4,0,0,14
io4_l1n1n4_l3p2n1_d1d2,368066.775,348633.9,19.432875,45.042,5768,5448,320,0,7582,8,8,0,26
io4_l1n1n4_l3p4n1,400826.375,380189.55,20.636825000000012,70.462,13545,10853,320,2372,23412,4,0,0,40
io4_l1n1n4_l3p4n1_d1d2,454957.775,434637.975,20.319800000000047,161.936,27378,21614,320,5444,35115,16,0,0,160
io4_l1n1p1_l3n1n1,336882.63291139243,327754.2,9.128432911392418,13.815,1123,867,256,0,1325,4,0,0,5
io4_l1n1p1_l3n1n1_d1d2,341042.2375,330063.0,10.979237499999988,19.318,1379,1123,256,0,1510,0,16,0,5
io4_l1n1p1_l3n1n2,337470.975,328200.625,9.270349999999977,18.039,1272,1016,256,0,1498,4,0,0,8
io4_l1n1p1_l3n1n2_d1d2,340482.7037037037,327946.2,12.536503703703696,21.367,1494,1238,256,0,1655,0,16,0,8
io4_l1n1p1_l3n1n4,341058.9125,330145.75,10.913162499999977,18.410,1351,1095,256,0,1678,4,0,0,8
io4_l1n1p1_l3n1n4_d1d2,345381.9,334019.75,11.362150000000023,26.152,1643,1387,256,0,1929,0,16,0,14
io4_l1n1p1_l3n1p1,340428.2375,329662.55,10.7656875,16.078,1238,982,256,0,1342,4,0,0,5
io4_l1n1p1_l3n1p1_d1d2,350051.1,333411.875,16.63922499999998,21.393,1490,1234,256,0,1530,0,16,0,5
io4_l1n1p1_l3n1p2,341816.8,332816.65,9.000149999999966,16.477,1322,1066,256,0,1472,4,0,0,5
io4_l1n1p1_l3n1p2_d1d2,344713.75,332241.65,12.472099999999976,21.506,1558,1302,256,0,1630,0,16,0,5
io4_l1n1p1_l3n1p4,338687.75,328728.25,9.9595,17.607,1447,1191,256,0,1675,4,0,0,5
io4_l1n1p1_l3n1p4_d1d2,347098.4,333531.7,13.566700000000012,21.151,1557,1301,256,0,1760,0,16,0,5
io4_l1n1p1_l3p1n1,356542.05,339941.35,16.60070000000001,24.874,3411,3091,320,0,5329,4,0,0,8
io4_l1n1p1_l3p1n1_d1d2,362953.2875,345435.7,17.517587499999966,45.284,4231,3911,320,0,5782,16,0,0,26
io4_l1n1p1_l3p2n1,369152.925,346546.7,22.606224999999977,28.588,4620,4300,320,0,6346,4,0,0,8
io4_l1n1p1_l3p2n1_d1d2,373967.7,351150.3,22.817400000000024,47.440,5920,5600,320,0,7319,8,8,0,26
io4_l1n1p1_l3p4n1,405843.25,381517.85,24.325400000000023,70.355,13127,10435,320,2372,23294,4,0,0,40
io4_l1n1p1_l3p4n1_d1d2,463869.3,438555.1,25.31420000000001,159.983,26142,20378,320,5444,34322,16,0,0,160
io4_l1n1p2_l3n1n1,342048.05,332429.35,9.618700000000011,15.167,1231,975,256,0,1454,4,0,0,5
io4_l1n1p2_l3n1n1_d1d2,343295.3,332007.9,11.287399999999964,19.704,1486,1230,256,0,1601,0,16,0,5
io4_l1n1p2_l3n1n2,341005.7125,332128.8780487805,8.876834451219533,17.681,1351,1095,256,0,1596,4,0,0,8
io4_l1n1p2_l3n1n2_d1d2,345198.85,333305.5,11.893349999999977,21.507,1575,1319,256,0,1722,0,16,0,8
io4_l1n1p2_l3n1n4,342421.075,332855.05,9.566025000000023,18.564,1431,1175,256,0,1756,4,0,0,8
io4_l1n1p2_l3n1n4_d1d2,345507.746835443,332995.95,12.511796835443006,26.558,1743,1487,256,0,1984,0,16,0,14
io4_l1n1p2_l3n1p1,339034.5875,327646.9,11.3876875,16.028,1294,1038,256,0,1472,4,0,0,5
io4_l1n1p2_l3n1p1_d1d2,345103.625,329415.125,15.6885,21.323,1559,1303,256,0,1629,0,16,0,5
io4_l1n1p2_l3n1p2,337727.225,326132.2,11.595024999999966,17.179,1416,1160,256,0,1539,4,0,0,5
io4_l1n1p2_l3n1p2_d1d2,342045.1875,325825.85,16.219337500000023,21.689,1780,1524,256,0,1928,0,16,0,5
io4_l1n1p2_l3n1p4,338181.325,326326.825,11.8545,17.462,1573,1317,256,0,1744,4,0,0,5
io4_l1n1p2_l3n1p4_d1d2,345004.7,328858.25,16.146450000000012,20.061,1651,1395,256,0,1797,0,16,0,5
io4_l1n1p2_l3p1n1,360694.7125,340368.45,20.326262500000013,26.606,3513,3193,320,0,5398,4,0,0,8
io4_l1n1p2_l3p1n1_d1d2,367812.625,348150.85,19.661775000000024,45.343,4288,3968,320,0,5849,16,0,0,26
io4_l1n1p2_l3p2n1,371705.475,346968.0,24.737474999999975,29.229,4697,4377,320,0,6424,4,0,0,8
io4_l1n1p2_l3p2n1_d1d2,377641.7,351412.2,26.2295,46.482,6044,5724,320,0,7435,8,8,0,26
io4_l1n1p2_l3p4n1,410122.875,384113.475,26.009400000000024,70.148,13215,10523,320,2372,23392,4,0,0,40
io4_l1n1p2_l3p4n1_d1d2,471988.15,441314.225,30.673925000000047,159.684,26140,20376,320,5444,33898,16,0,0,160
io4_l1n1p4_l3n1n1,348591.253164557,337958.05,10.633203164556996,15.593,1228,972,256,0,1640,4,0,0,5
io4_l1n1p4_l3n1n1_d1d2,352638.95,341378.2,11.26075,19.145,1485,1229,256,0,1745,0,16,0,5
io4_l1n1p4_l3n1n2,345258.725,336467.375,8.791349999999976,18.241,1347,1091,256,0,1801,4,0,0,8
io4_l1n1p4_l3n1n2_d1d2,351398.225,340432.0487804878,10.966176219512185,22.077,1582,1326,256,0,1861,0,16,0,8
io4_l1n1p4_l3n1n4,349628.06329113926,336939.5,12.68856329113926,19.517,1397,1141,256,0,1916,4,0,0,8
io4_l1n1p4_l3n1n4_d1d2,357477.525,344907.7,12.569825000000012,25.521,1780,1524,256,0,2138,0,16,0,14
io4_l1n1p4_l3n1p1,355252.2926829268,342946.75,12.305542682926811,16.714,1297,1041,256,0,1668,4,0,0,5
io4_l1n1p4_l3n1p1_d1d2,356940.51851851854,341075.39024390245,15.865128274616087,21.584,1552,1296,256,0,1760,0,16,0,5
io4_l1n1p4_l3n1p2,348972.3625,334519.3,14.4530625,17.202,1415,1159,256,0,1735,4,0,0,5
io4_l1n1p4_l3n1p2_d1d2,350842.25,337103.875,13.738375,21.369,1749,1493,256,0,1802,0,16,0,5
io4_l1n1p4_l3n1p4,350110.35,335839.28571428574,14.271064285714237,18.058,1499,1243,256,0,1876,4,0,0,5
io4_l1n1p4_l3n1p4_d1d2,354673.725,341035.3,13.63842499999999,21.415,1681,1425,256,0,1988,0,16,0,5
io4_l1n1p4_l3p1n1,368633.8,349996.2,18.637599999999978,26.688,3478,3158,320,0,5510,4,0,0,8
io4_l1n1p4_l3p1n1_d1d2,377971.55,354828.75,23.142799999999987,44.688,4193,3873,320,0,6005,16,0,0,26
io4_l1n1p4_l3p2n1,381013.10126582277,355409.47826086957,25.603623004953203,30.887,4752,4432,320,0,6775,4,0,0,8
io4_l1n1p4_l3p2n1_d1d2,386339.725,358757.325,27.582399999999964,46.261,5961,5641,320,0,7507,8,8,0,26
io4_l1n1p4_l3p4n1,421447.4430379747,390483.25,30.964193037974706,73.670,12984,10292,320,2372,23594,4,0,0,40
io4_l1n1p4_l3p4n1_d1d2,479452.7125,450638.4,28.8143125,159.182,26559,20795,320,5444,34052,16,0,0,160
io4_l1p1n1_l3n1n1,366266.825,353535.275,12.731549999999988,36.072,3171,2851,320,0,5133,4,0,0,26
io4_l1p1n1_l3n1n1_d1d2,372645.75,354274.4,18.37134999999998,42.484,3874,3554,320,0,5722,16,0,0,26
io4_l1p1n1_l3n1n2,366587.825,352683.1,13.904725000000035,37.304,3217,2897,320,0,5214,4,0,0,26
io4_l1p1n1_l3n1n2_d1d2,370890.5625,354411.5,16.4790625,43.097,3930,3610,320,0,5747,16,0,0,26
io4_l1p1n1_l3n1n4,368011.775,351947.45,16.06432500000001,37.557,3318,2998,320,0,5350,4,0,0,26
io4_l1p1n1_l3n1n4_d1d2,373198.85,357187.225,16.011625,44.591,4095,3775,320,0,5869,16,0,0,26
io4_l1p1n1_l3n1p1,373068.05,353364.0,19.704049999999988,38.732,3254,2934,320,0,5153,4,0,0,26
io4_l1p1n1_l3n1p1_d1d2,379196.2,356295.55,22.900650000000024,45.490,3996,3676,320,0,5754,16,0,0,26
io4_l1p1n1_l3n1p2,370071.725,351686.25,18.38547499999998,39.073,3363,3043,320,0,5220,4,0,0,26
io4_l1p1n1_l3n1p2_d1d2,378575.575,355144.75,23.430825000000013,44.910,4081,3761,320,0,5790,16,0,0,26
io4_l1p1n1_l3n1p4,374046.575,353610.65,20.435924999999987,38.341,3345,3025,320,0,5421,4,0,0,26
io4_l1p1n1_l3n1p4_d1d2,378380.15,357586.95,20.793200000000013,44.138,4029,3709,320,0,5856,16,0,0,26
io4_l1p1n1_l3p1n1,379263.9,360284.725,18.979175000000048,45.785,5757,5373,384,0,9789,4,0,0,26
io4_l1p1n1_l3p1n1_d1d2,384128.95,364443.2,19.68575,49.471,5723,5339,384,0,9178,16,0,0,26
io4_l1p1n1_l3p2n1,387527.0125,363105.45,24.4215625,46.225,6391,6007,384,0,10148,4,0,0,26
io4_l1p1n1_l3p2n1_d1d2,396376.2625,367419.325,28.9569375,52.609,7633,7249,384,0,10669,16,0,0,26
io4_l1p1n1_l3p4n1,434731.725,401079.075,33.652649999999966,77.376,15721,12965,384,2372,25816,4,0,0,40
